ID,ID2,Feature,Feature2,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_6,F_5,restecg,fbs,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_7,restecg,thalach,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_6,F_8,restecg,exang,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_6,F_9,restecg,oldpeak,0.1,70.0,68.333,0,0,0.17111348938666637,0.0026161925980381505,0.6690796138964814,0.06573275862068964,0.008783833012931841,0.04662806412800941,5.0,31.667,0.05,1.0,0.533,0.517,0.75,0.714,0.344,0.344
F_6,F_10,restecg,ca,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_6,F_11,restecg,thal,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_7,F_0,thalach,age,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_1,thalach,sex,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_2,thalach,cp,0.1,70.0,68.333,0,0,0.22090656490199947,0.0026161925980381505,0.6402270206759371,0.09859913793103448,0.01467445245054854,0.06026176170387005,8.333,31.667,0.08333333333333333,1.0,0.533,0.517,0.75,0.714,0.344,0.344
F_7,F_3,thalach,trestbps,0.1,70.0,71.667,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.05,1.0,0.533,0.55,0.75,0.786,0.344,0.344
F_7,F_4,thalach,chol,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_5,thalach,fbs,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_6,thalach,restecg,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_8,thalach,exang,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_9,thalach,oldpeak,0.1,70.0,68.333,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731606,0.008791789280144175,0.046632677276114226,5.0,31.667,0.05,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_7,F_10,thalach,ca,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_7,F_11,thalach,thal,0.1,70.0,71.667,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.05,1.0,0.533,0.55,0.75,0.786,0.344,0.344
F_8,F_0,exang,age,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_8,F_1,exang,sex,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_8,F_2,exang,cp,0.1,70.0,71.667,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731603,0.008791789280144176,0.046632677276114226,5.0,28.333,0.05,1.0,0.533,0.55,0.75,0.786,0.344,0.344
F_8,F_3,exang,trestbps,0.1,70.0,71.667,0,0,0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.0028932135753149514,0.026774480407558185,1.667,28.333,0.016666666666666666,1.0,0.533,0.517,0.75,0.75,0.344,0.312
F_8,F_4,exang,chol,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_8,F_5,exang,fbs,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_8,F_6,exang,restecg,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_8,F_7,exang,thalach,0.1,70.0,73.333,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.0381759973824505,3.333,26.667,0.03333333333333333,1.0,0.533,0.533,0.75,0.786,0.344,0.312
F_8,F_9,exang,oldpeak,0.1,70.0,66.667,0,0,0.197584838318736,0.00523238519607631,0.6557632539969138,0.09687499999999989,0.011580868286177652,0.053548670187881245,6.667,33.333,0.06666666666666667,1.0,0.533,0.5,0.75,0.679,0.344,0.344
