"Swap 
 Percentage",Measurement,Feature,studytime,Pstatus,Medu,Fjob,higher,goout,reason,internet,Walc,age,nursery,activities,romantic,famrel,sex,absences,schoolsup,famsup,freetime,guardian,traveltime,health,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Jensen-Shannon
 divergence",guardian,0.0496/0.0559,0.0222/0.0284,0.0462/0.0596,0.0235/0.0345,0.0146/0.0407,0.0268/0.0312,0.0339/0.0408,0.0051/0.0257,0.0379/0.0524,0.0313/0.0342,0.0132/0.0339,0.007/0.0264,0.0081/0.0271,0.0297/0.033,0.014/0.0318,0.0208/0.0267,0.0/0.025,0.0079/0.0334,0.0262/0.0344,-,0.0223/0.0301,0.0299/0.0372,0.0051/0.0236,,0.02128941860541574,0.042419590590863296,0.19879087286995106,0.5591536323729023,"[0.0051143889371836, 0.00811953003083612, 0.00789625301742783]","[0.055896140196449146, 0.031158309570592062, 0.04084018353692221, 0.0257499033924863, 0.05237494987787607, 0.02708932603938048, 0.03301228494977228, 0.033352711453412294, 0.03439892752673223]","[0.10553639644846491, 0.05793468374897604, 0.07472677005195423, 0.0308642923296699, 0.09024824565639036, 0.0352088560702166, 0.06275139389491902, 0.04124896447084012, 0.06063402970147119]"
50%,"Hellinger
 distance",guardian,0.1665/0.259,0.0508/0.2051,0.198/0.3115,0.1144/0.192,0.0378/0.3058,0.1054/0.1609,0.1294/0.2127,0.0418/0.1874,0.1423/0.2389,0.1241/0.181,0.041/0.2016,0.0436/0.2203,0.0378/0.1955,0.121/0.1891,0.0436/0.2079,0.1683/0.2174,0.03/0.1578,0.0535/0.2145,0.1121/0.1848,-,0.1212/0.18,0.1105/0.1903,0.0436/0.19,,0.12144101710510695,0.35997316517893513,1.1620564716352417,2.75250876400869,"[0.10537272446162291, 0.04184914032207354, 0.037821957722901964, 0.05348832556722978]","[0.25900883398981966, 0.16088246641170645, 0.21265265046587578, 0.1874014068557816, 0.23892471554984615, 0.19545869025273752, 0.18905113564551426, 0.21449998737598636, 0.18481887443917372]","[0.4254761759777424, 0.2662551908733294, 0.3420312392311736, 0.22925054717785515, 0.3812635973291204, 0.23328064797563947, 0.3100142855749642, 0.2679883129432161, 0.2969487669256492]"
50%,"Wasserstein
 distance",guardian,0.0145/0.0084,0.0125/0.0032,0.0148/0.012,0.0053/0.0055,0.0035/0.0118,0.0062/0.0042,0.0087/0.0058,0.0049/0.0054,0.0056/0.0065,0.0097/0.006,0.0078/0.0039,0.009/0.0041,0.0065/0.0042,0.0073/0.004,0.0079/0.004,0.0107/0.0089,0.0032/0.0058,0.011/0.0055,0.0063/0.0041,-,0.0074/0.0068,0.0053/0.005,0.0068/0.0061,,0.0027744069884084667,0.027681363027538156,0.039251353003844996,0.11903133155048981,"[0.006191296050821054, 0.0049053611213215305, 0.006476448809129409, 0.007333850057857696]","[0.008366208188846697, 0.004220364869872577, 0.005832402445138254, 0.0053764648201493695, 0.00649535309730876, 0.00423092638018888, 0.003978890044068687, 0.00546551154461999, 0.004080814601550156]","[0.022857339573774154, 0.01041166092069363, 0.014497551326622667, 0.0102818259414709, 0.012086328242661516, 0.010707375189318288, 0.011312740101926382, 0.01648523188181098, 0.010391278372211293]"
50%,"Total variation
 distance",guardian,0.2036/0.1726,0.1355/0.0789,0.2436/0.2247,0.0903/0.1082,0.09/0.1827,0.1046/0.0867,0.1247/0.1116,0.1019/0.0839,0.1345/0.1652,0.1378/0.1078,0.1037/0.0791,0.1218/0.0795,0.0877/0.0713,0.118/0.0973,0.1097/0.0814,0.1606/0.1349,0.0518/0.0813,0.1526/0.0909,0.105/0.0929,-,0.117/0.1144,0.0929/0.1025,0.0983/0.0899,,0.061225341081442196,0.3554494065416296,0.6946214993496872,3.0776415703490136,"[0.10461728335340528, 0.1019047619047619, 0.0877020202020202]","[0.17263901592056285, 0.08668283384734066, 0.11160879189475052, 0.0839399825533085, 0.1652358146792562, 0.07127144432784602, 0.0973460603357051, 0.09093162812635472, 0.09291267939117805]","[0.5488490196119942, 0.27798295104808657, 0.34790499825001064, 0.2697847270113789, 0.4649369680935813, 0.23024490885771223, 0.31264948161267775, 0.3345021451415983, 0.29078637072197366]"
50%,"Jensen-Shannon
 divergence",guardian,0.0643/0.0701,0.0311/0.0431,0.0699/0.0786,0.0369/0.0504,0.0237/0.0531,0.0384/0.043,0.0455/0.0531,0.0215/0.0399,0.0471/0.0648,0.0426/0.0425,0.0235/0.0434,0.0288/0.0467,0.0213/0.0421,0.0427/0.0499,0.0274/0.0456,0.0486/0.045,0.0133/0.0306,0.0362/0.0439,0.0391/0.0481,-,0.0414/0.0465,0.0368/0.0493,0.0256/0.0408,,0.03056051255629241,0.19345046668854785,0.339453227781404,0.8110303107136996,"[0.03837443327441586, 0.045509991122872934, 0.02152614564777693, 0.02132255117870841, 0.036156832908481304]","[0.07011470717086322, 0.04299659202709179, 0.05309493753479406, 0.03988673075719286, 0.0648093596731432, 0.0420583695952755, 0.04989808376863532, 0.04390269345990372, 0.04813400233106824]","[0.13437129014246213, 0.08137102530150764, 0.09860492865766698, 0.061412876404969785, 0.11195462787778526, 0.06338092077398391, 0.09262394607424126, 0.08005952636838502, 0.08725116911269763]"
70%,"Hellinger
 distance",guardian,0.209/0.3235,0.0698/0.2472,0.25/0.3919,0.1475/0.236,0.0563/0.3732,0.1402/0.2061,0.1762/0.2775,0.0459/0.2509,0.1721/0.28,0.1423/0.2071,0.059/0.2358,0.0494/0.2446,0.0482/0.2333,0.1554/0.2335,0.0445/0.2552,0.2028/0.2618,0.0394/0.1818,0.0706/0.2534,0.139/0.2271,-,0.1454/0.2214,0.1566/0.2542,0.0607/0.2332,,0.16258625409864833,0.4674808364225116,1.457686248438789,3.4419834469628343,"[0.1402043509538634, 0.04589650108328765, 0.048194055780815835, 0.07059967450589641]","[0.3235438609483301, 0.20610849886764804, 0.2774574526271089, 0.2509103648979446, 0.27995313318776455, 0.23331202422369865, 0.23354102600654705, 0.2534205027427479, 0.22705854285462831]","[0.5325896283982601, 0.34631284982151145, 0.45365389942031525, 0.29680686598123224, 0.4520429793379346, 0.2815060800045145, 0.3889586652787158, 0.3240201772486443, 0.3660923014717065]"
70%,"Wasserstein
 distance",guardian,0.0207/0.0113,0.0202/0.0048,0.0209/0.0168,0.0104/0.0065,0.0106/0.0162,0.0086/0.0063,0.0157/0.0088,0.0065/0.0058,0.0088/0.0094,0.0141/0.0081,0.0126/0.0073,0.0119/0.0051,0.0077/0.005,0.0101/0.0067,0.0092/0.0061,0.0126/0.0112,0.0034/0.0065,0.0157/0.0052,0.0092/0.007,-,0.0104/0.0104,0.0115/0.0078,0.0106/0.0086,,0.00519371775533374,0.06745169727054466,0.06907989965681165,0.16836377534842706,"[0.02067927386143615, 0.008565003396010957, 0.006475076680144421, 0.00876251516421853, 0.00768392231591625, 0.010092188097484616]","[0.011289596395011153, 0.0062577214042851236, 0.008786759068896989, 0.00582207069442085, 0.009356530432290623, 0.005028645558210721, 0.006737786085811674, 0.0052343405213765, 0.007000934127441247]","[0.031968870256447304, 0.01482272480029608, 0.024469646003727037, 0.01229714737456527, 0.018119045596509155, 0.01271256787412697, 0.01682997418329629, 0.020970002840485613, 0.016173796418973332]"
70%,"Total variation
 distance",guardian,0.2769/0.2511,0.2089/0.1086,0.3322/0.3247,0.157/0.1482,0.1451/0.2544,0.1511/0.1335,0.2113/0.1812,0.1103/0.1199,0.1896/0.2256,0.1672/0.1398,0.1582/0.1142,0.1428/0.0981,0.1147/0.0949,0.1786/0.1459,0.1163/0.114,0.2131/0.1817,0.0714/0.094,0.2024/0.1106,0.1356/0.1322,-,0.1534/0.1676,0.1655/0.1654,0.1511/0.1294,,0.09512030919969643,0.6608487991227842,1.0753451511772463,4.360012274334169,"[0.15107749136528703, 0.11031746031746033, 0.18958606349286575, 0.11474747474747474]","[0.2510563574414058, 0.13348099012393883, 0.18115895051075304, 0.1198638230880148, 0.22557462740687592, 0.09491402201979246, 0.14594158831494095, 0.11058012826882546, 0.13215070685746463]","[0.7790043515699079, 0.4180394716131647, 0.5736356005898973, 0.3500451064934899, 0.6407353183066176, 0.3045755187870597, 0.4705302866358828, 0.423521367648762, 0.39992525268938706]"
70%,"Jensen-Shannon
 divergence",guardian,0.079/0.0877,0.0446/0.0534,0.0877/0.0971,0.0534/0.0627,0.0321/0.0649,0.0504/0.0552,0.0647/0.0728,0.0228/0.0553,0.0585/0.076,0.0483/0.0477,0.0327/0.0496,0.0309/0.0519,0.027/0.0504,0.0572/0.0615,0.0269/0.055,0.0578/0.0537,0.0174/0.0344,0.0468/0.0516,0.0468/0.0584,-,0.049/0.0591,0.0556/0.0685,0.0346/0.0502,,0.04081553541481837,0.1878253405608756,0.39883174250570763,1.0222678777676562,"[0.050444185999875525, 0.02276513783822233, 0.026963085002922098, 0.04683739630503727]","[0.0877495099274765, 0.055234642454238224, 0.07278400903390995, 0.05534834614177897, 0.0759588074037283, 0.05042984087050264, 0.06146834516659381, 0.05163212722126705, 0.058416980816225796]","[0.1667736519594487, 0.10567882845411375, 0.1375335628935079, 0.0781134839800013, 0.13442341633787652, 0.07739292587342474, 0.11864665333355148, 0.09846952352630432, 0.10523583140942756]"
10%,"Hellinger
 distance",traveltime,0.0914/0.0779,0.0099/0.0982,0.1004/0.1004,0.066/0.066,0.0337/0.1212,0.0522/0.0522,0.0811/0.0811,0.0099/0.0778,0.0752/0.0752,0.0643/0.0643,0.0099/0.0985,0.0239/0.0954,0.027/0.1111,0.0616/0.0616,0.0099/0.0788,0.0726/0.0726,0.0099/0.0892,0.0279/0.1048,0.0628/0.0628,0.0141/0.0647,-,0.0477/0.0477,0.0341/0.0928,,0.07469179049344218,0.5308307256462411,0.733759697827359,1.3992326618384008,"[0.09139923024367996, 0.0521647581206263, 0.009879241915936799, 0.07519017188253702, 0.026990590854603425, 0.06162024755135178, 0.02794271580696516, 0.06276649058373249, 0.014113202737052572, 0.034072285456313404]","[0.07790393481637825, 0.0521647581206263, 0.08109684717056712, 0.07783178152862624, 0.07519017188253702, 0.11106876712200535, 0.06162024755135178, 0.10482237238322967, 0.0627664905837325, 0.06473160614568184, 0.09279990221029846]","[0.1693031650600582, 0.1043295162412526, 0.16219369434113423, 0.08771102344456304, 0.15038034376507403, 0.1380593579766088, 0.12324049510270356, 0.13276508819019484, 0.12553298116746497, 0.07884480888273442, 0.12687218766661187]"
10%,"Wasserstein
 distance",traveltime,0.0035/0.0029,0.0006/0.0017,0.0026/0.0026,0.0019/0.0019,0.0101/0.0021,0.0018/0.0018,0.0024/0.0024,0.0012/0.0009,0.0017/0.0017,0.0011/0.0011,0.0007/0.0016,0.0048/0.002,0.0019/0.0024,0.0013/0.0013,0.0009/0.002,0.0013/0.0013,0.0006/0.0018,0.0052/0.0017,0.0017/0.0017,0.0019/0.002,-,0.0015/0.0015,0.003/0.0011,,0.0012901445021231,0.00770753114072843,0.01441769228539111,0.04543137672599544,"[0.001779482440615595, 0.0016800644743608603, 0.0012967248753898149, 0.00166111484823906]","[0.00292815899032516, 0.001779482440615595, 0.0023992044301590952, 0.00093147959462137, 0.0016800644743608603, 0.00243723500796471, 0.0012967248753898149, 0.00165084851499114, 0.00166111484823906, 0.0020044054554251537, 0.0010689902958387302]","[0.0064748751453027505, 0.00355896488123119, 0.0047984088603181905, 0.00213895310140821, 0.0033601289487217205, 0.00434331818653535, 0.0025934497507796297, 0.00688323371106745, 0.00332222969647812, 0.003873114454023833, 0.004084699990129002]"
10%,"Total variation
 distance",traveltime,0.0727/0.0651,0.0069/0.0255,0.0447/0.0447,0.0251/0.0251,0.0805/0.0529,0.0229/0.0229,0.0343/0.0343,0.0143/0.0152,0.0301/0.0301,0.0181/0.0181,0.008/0.0256,0.0522/0.0265,0.0344/0.0339,0.0191/0.0191,0.0117/0.0263,0.0263/0.0263,0.0069/0.028,0.0625/0.0274,0.0246/0.0246,0.0245/0.0311,-,0.0187/0.0187,0.0423/0.0181,,0.01630288054093064,0.19997218955950002,0.26898858890796074,1.0252113280700317,"[0.07265204821972071, 0.02288962604462734, 0.01428571428571428, 0.03014652397303504, 0.01910357815772128, 0.02459181833775074]","[0.06507148042091335, 0.02288962604462734, 0.03434245214655794, 0.015156166977239672, 0.03014652397303504, 0.03386818873594418, 0.01910357815772128, 0.02736388104697741, 0.02459181833775074, 0.03106984434659632, 0.018098547528127458]","[0.2027950090615474, 0.06866887813388202, 0.10302735643967383, 0.04459804824019362, 0.09043957191910512, 0.10218082191633279, 0.057310734473163844, 0.11722776209395483, 0.07377545501325222, 0.08668617395396361, 0.0785015168249624]"
10%,"Jensen-Shannon
 divergence",traveltime,0.0312/0.0272,0.0039/0.0187,0.0253/0.0253,0.0164/0.0164,0.021/0.022,0.0131/0.0131,0.0206/0.0206,0.0056/0.0146,0.0184/0.0184,0.013/0.013,0.0042/0.0201,0.0139/0.0208,0.0134/0.0249,0.0139/0.0139,0.0049/0.0177,0.0159/0.0159,0.0039/0.0173,0.0193/0.0233,0.0158/0.0158,0.0081/0.0168,-,0.012/0.012,0.0145/0.0178,,0.013755834502284731,0.1670761781128373,0.19361431418594494,0.3802856742726096,"[0.031155582072767952, 0.013086068430341366, 0.00557925738647582, 0.01839251186599028, 0.013441236273945112, 0.013923796804608585, 0.01930922722275269, 0.01581690702105005, 0.008144162033613457, 0.014471594499007229]","[0.027181827771090468, 0.013086068430341366, 0.020568714905289304, 0.0146219167437312, 0.01839251186599028, 0.02488380394499372, 0.013923796804608585, 0.0233263577657815, 0.01581690702105005, 0.016818692167498248, 0.01777601833639307]","[0.05833740984385842, 0.026172136860682732, 0.04113742981057861, 0.02020117413020702, 0.03678502373198056, 0.03832504021893883, 0.02784759360921717, 0.04263558498853419, 0.0316338140421001, 0.024962854201111703, 0.0322476128354003]"
30%,"Hellinger
 distance",traveltime,0.1772/0.1495,0.0198/0.1843,0.1699/0.1699,0.1331/0.1331,0.0675/0.251,0.1168/0.1168,0.1409/0.1409,0.0247/0.2033,0.1479/0.1479,0.1243/0.1243,0.0296/0.1729,0.0296/0.1989,0.0099/0.213,0.1253/0.1253,0.0296/0.2116,0.1525/0.1463,0.0239/0.1933,0.0607/0.214,0.1171/0.1171,0.0141/0.1469,-,0.1386/0.1386,0.0282/0.1637,,0.15153837127124373,0.5471619020657706,1.2185109841174935,2.7011226357371396,"[0.14086989323954552, 0.024698104789842, 0.009879241915936799, 0.06072043258995961, 0.11711625004808526, 0.014113202737052572, 0.028226405474105144]","[0.14950076743277219, 0.11682314518682077, 0.14086989323954552, 0.20334839147938744, 0.14786215293810862, 0.21299641308640474, 0.12527134061207498, 0.2139519668409767, 0.11711625004808526, 0.14687634341462125, 0.16370503061917518]","[0.32672153874040777, 0.23364629037364154, 0.28173978647909104, 0.22804649626922943, 0.29572430587621723, 0.22287565500234155, 0.25054268122414997, 0.2746723994309363, 0.23423250009617053, 0.16098954615167382, 0.19193143609328034]"
30%,"Wasserstein
 distance",traveltime,0.0071/0.0055,0.0016/0.0043,0.0061/0.0061,0.0046/0.0046,0.0155/0.0088,0.0045/0.0045,0.0047/0.0047,0.0031/0.0043,0.0088/0.0088,0.005/0.005,0.003/0.0038,0.0045/0.0054,0.0008/0.0051,0.0044/0.0044,0.0038/0.0048,0.0041/0.0027,0.009/0.0073,0.0058/0.0052,0.0041/0.0041,0.0019/0.0072,-,0.004/0.004,0.0019/0.0031,,0.0038533807027396603,0.024779578257257334,0.042781600745763385,0.1038774067765079,"[0.0044711106150860805, 0.0046739970969681905, 0.00312502376330343, 0.00078485777941144, 0.004108015006018795, 0.001868708998598679, 0.001894484295131057]","[0.005460785995946875, 0.0044711106150860805, 0.0046739970969681905, 0.00433339210692368, 0.008759550062918179, 0.00511372272439067, 0.00443890833244025, 0.0052268672245778, 0.004108015006018794, 0.007232727490623067, 0.00311116587563618]","[0.012523736451157421, 0.008942221230172161, 0.009347994193936381, 0.00745841587022711, 0.017519100125836358, 0.00589858050380211, 0.0088778166648805, 0.01098642506446929, 0.008216030012037589, 0.009101436489221746, 0.005005650170767237]"
30%,"Total variation
 distance",traveltime,0.1385/0.1146,0.0274/0.0734,0.1008/0.1008,0.081/0.081,0.1628/0.157,0.0711/0.0711,0.0779/0.0779,0.0424/0.0849,0.1226/0.1226,0.0777/0.0777,0.0406/0.066,0.0539/0.08,0.0097/0.0894,0.0723/0.0723,0.0501/0.0829,0.0862/0.0654,0.0633/0.1109,0.1287/0.085,0.0681/0.0681,0.0245/0.1027,-,0.0855/0.0855,0.0262/0.0516,,0.057877663436686225,0.30687388256246717,0.6525289914777908,2.6629274360985877,"[0.07790889966731654, 0.04243621875200822, 0.009722222222222219, 0.06814940002618411, 0.024546485260770974, 0.026232993197278898]","[0.11455629617266916, 0.07112863874729794, 0.07790889966731654, 0.08491894184637479, 0.1226254945281817, 0.08935340049693048, 0.072342390618167, 0.08499081152505085, 0.06814940002618411, 0.10270986598973893, 0.05162229733851649]","[0.3676601690874002, 0.21338591624189382, 0.23372669900194962, 0.2122741024447578, 0.36787648358454506, 0.18842902321608318, 0.217027171854501, 0.2986558654743441, 0.20444820007855233, 0.22996621724024885, 0.12947758787431188]"
30%,"Jensen-Shannon
 divergence",traveltime,0.0525/0.0444,0.0091/0.0361,0.0411/0.0411,0.0354/0.0354,0.041/0.0477,0.0312/0.0312,0.0353/0.0353,0.0141/0.0466,0.0426/0.0426,0.0292/0.0292,0.0152/0.036,0.0182/0.0428,0.0046/0.0471,0.0333/0.0333,0.017/0.0463,0.035/0.0304,0.016/0.0422,0.0408/0.0458,0.03/0.03,0.0081/0.04,-,0.037/0.037,0.012/0.0303,,0.028872050099872322,0.13295231083907885,0.2941433616413742,0.7309406709586986,"[0.035270992667890695, 0.014145602177151939, 0.00456278126118859, 0.029960959229059232, 0.008144162033613457, 0.0119957633703026]","[0.044357394389758435, 0.031174198433452077, 0.035270992667890695, 0.04657989120629507, 0.04264576676869715, 0.04710220915714862, 0.033311697147880806, 0.045782154893290475, 0.029960959229059232, 0.04002125950559475, 0.030255838944730003]","[0.0968539908888727, 0.06234839686690415, 0.07054198533578139, 0.06072549338344701, 0.0852915335373943, 0.051664990418337206, 0.06662339429576161, 0.08655194391984108, 0.059921918458118464, 0.048165421539208206, 0.0422516023150326]"
50%,"Hellinger
 distance",traveltime,0.2286/0.199,0.0658/0.2447,0.2289/0.2289,0.1794/0.1794,0.0934/0.3197,0.1632/0.1632,0.1909/0.1909,0.0494/0.2602,0.1851/0.1851,0.1748/0.1748,0.0576/0.2322,0.0535/0.2584,0.041/0.2678,0.1764/0.1764,0.0716/0.2617,0.1982/0.192,0.041/0.247,0.0918/0.2819,0.165/0.165,0.0363/0.187,-,0.1776/0.1776,0.0668/0.2246,,0.20697575348637803,0.8595344283540178,1.6838810628601788,3.6957803723307165,"[0.19086810528545456, 0.049396209579684, 0.04096194875808601, 0.17642974320732283, 0.09180313943210881, 0.036315136195730575, 0.0667843924092529]","[0.19900888750407117, 0.16319739123170002, 0.19086810528545456, 0.2602299709054329, 0.18512725790392232, 0.26780582245118, 0.17642974320732283, 0.2819259035519483, 0.16504440603485607, 0.18698700323836207, 0.22462745256571132]","[0.42760958591670795, 0.32639478246340003, 0.3817362105709091, 0.30962618048511686, 0.37025451580784463, 0.308767771209266, 0.35285948641464565, 0.3737290429840571, 0.33008881206971213, 0.22330213943409263, 0.2914118449749642]"
50%,"Wasserstein
 distance",traveltime,0.0095/0.0076,0.012/0.0067,0.0102/0.0102,0.0092/0.0092,0.0156/0.0126,0.0077/0.0077,0.0103/0.0103,0.0078/0.0064,0.0064/0.0064,0.0076/0.0076,0.0072/0.0066,0.0076/0.0075,0.005/0.0057,0.0062/0.0062,0.0106/0.0075,0.0102/0.0053,0.0058/0.0098,0.0073/0.0071,0.0073/0.0073,0.0036/0.0085,-,0.008/0.008,0.0048/0.0057,,0.00505064087147056,0.04847746523293793,0.0663690925113058,0.155300367524684,"[0.009532744146857695, 0.0078201551222826, 0.006422039352378681, 0.00498945302625846, 0.006249911606442631, 0.0036128373972907787, 0.004799683709956529]","[0.007639891621145341, 0.0077467084862197205, 0.01032658799606584, 0.00643889998397901, 0.006422039352378679, 0.005716179617296131, 0.006249911606442631, 0.00712438477252097, 0.00733564272395752, 0.008549726117947886, 0.00566010664024938]","[0.017172635768003035, 0.015493416972439441, 0.02065317599213168, 0.01425905510626161, 0.01284407870475736, 0.010705632643554591, 0.012499823212885262, 0.0143789098112914, 0.01467128544791504, 0.012162563515238665, 0.01045979035020591]"
50%,"Total variation
 distance",traveltime,0.2568/0.2295,0.1307/0.1188,0.1795/0.1795,0.1498/0.1498,0.1987/0.2234,0.1467/0.1467,0.1452/0.1452,0.1066/0.126,0.1499/0.1499,0.1307/0.1307,0.1069/0.1122,0.1171/0.1207,0.0807/0.1212,0.1234/0.1234,0.1467/0.1259,0.1488/0.1176,0.0763/0.152,0.1849/0.1315,0.1199/0.1199,0.0652/0.1348,-,0.1525/0.1525,0.0843/0.0935,,0.0965929717285698,0.8519120859524135,1.2349321372976463,4.506322092202351,"[0.14524609127346988, 0.10664682539682539, 0.1498506616805259, 0.08067821067821067, 0.12340104609479474, 0.06522108843537414, 0.08427519066464297]","[0.22946002488848155, 0.14666207949972115, 0.14524609127346988, 0.12597307389680418, 0.1498506616805259, 0.12117854646476163, 0.12340104609479474, 0.13147335068577118, 0.1198896556991715, 0.13476799064181272, 0.09345669608899468]","[0.7157286163037164, 0.43998623849916346, 0.43573827382040964, 0.35859297319043376, 0.44955198504157773, 0.3230353036077339, 0.3702031382843842, 0.44787094379578474, 0.3596689670975145, 0.33475706971899954, 0.27118858284263236]"
50%,"Jensen-Shannon
 divergence",traveltime,0.0781/0.0695,0.0375/0.0474,0.0617/0.0617,0.0553/0.0553,0.0509/0.0612,0.0483/0.0483,0.0549/0.0549,0.031/0.058,0.0547/0.0547,0.0443/0.0443,0.0332/0.05,0.0342/0.0554,0.0224/0.0591,0.0505/0.0505,0.0424/0.0571,0.0471/0.0405,0.0237/0.0553,0.0585/0.0604,0.0477/0.0477,0.0218/0.0508,-,0.053/0.053,0.0308/0.0417,,0.04593835824539046,0.25740777648731744,0.4494327516402448,1.0942660259180912,"[0.05490811966275798, 0.03102400591313838, 0.02237266499881172, 0.050548098417627786, 0.021799789728202047, 0.030816739521389084]","[0.06945518622627248, 0.04834302896954017, 0.05490811966275798, 0.05799764428905876, 0.05466607356266011, 0.05908036670832482, 0.050548098417627786, 0.06042644832650822, 0.047652408208307684, 0.05075656751925743, 0.0416854266574664]","[0.14755299370823372, 0.09668605793908033, 0.10981623932551596, 0.08902165020219714, 0.10933214712532022, 0.08145303170713654, 0.10109619683525557, 0.11894436923242134, 0.09530481641661537, 0.07255635724745949, 0.07250216617885548]"
70%,"Hellinger
 distance",traveltime,0.2858/0.2496,0.0688/0.2837,0.2837/0.2837,0.2088/0.2088,0.1159/0.4031,0.2016/0.2016,0.2327/0.2327,0.0836/0.3091,0.229/0.229,0.2223/0.2223,0.0549/0.2799,0.0688/0.3033,0.0572/0.3091,0.2136/0.2136,0.0755/0.3162,0.2456/0.2228,0.0394/0.2988,0.0716/0.3529,0.1964/0.1964,0.0569/0.2256,-,0.2196/0.2196,0.0976/0.2648,,0.23961424726012423,1.0354904474675182,2.029674221465004,4.5101947512273295,"[0.23266930814500167, 0.08359909283185693, 0.05716723413404149, 0.07159643728408606, 0.19638285043120748, 0.056879579608150425, 0.09758169777304997]","[0.24955412329589355, 0.20159305950872225, 0.23266930814500167, 0.30910641250509163, 0.22898925799736558, 0.30906381655714943, 0.21364593612503144, 0.3529030060174301, 0.19638285043120748, 0.22555249265156097, 0.26478348496791165]","[0.5354006724823446, 0.4031861190174445, 0.46533861629000334, 0.3927055053369486, 0.45797851599473116, 0.36623105069119094, 0.4272918722500629, 0.4244994433015161, 0.39276570086241497, 0.2824320722597114, 0.36236518274096163]"
70%,"Wasserstein
 distance",traveltime,0.016/0.0133,0.0085/0.008,0.0158/0.0158,0.0091/0.0091,0.022/0.0224,0.0122/0.0122,0.0121/0.0121,0.0091/0.0093,0.0125/0.0125,0.0153/0.0153,0.0059/0.0082,0.0132/0.0108,0.0073/0.0084,0.0093/0.0093,0.0087/0.0106,0.0158/0.0097,0.0019/0.012,0.0075/0.0088,0.0091/0.0091,0.0077/0.0121,-,0.0113/0.0113,0.0121/0.0089,,0.00915985093777678,0.09937941358621953,0.11222044982045216,0.2308322412770669,"[0.01600664638575732, 0.01214167137928899, 0.009086205468833212, 0.00732533927450683, 0.009270964534061154, 0.00752007842278183, 0.009050552339811975, 0.0076843579124194076, 0.01213374693098203]","[0.013275530598658065, 0.012161219521447799, 0.01214167137928899, 0.00929249615039757, 0.01254982399026831, 0.00841761108064157, 0.009270964534061154, 0.0087713910902446, 0.009050552339811975, 0.012108965481414994, 0.00886140895067298]","[0.029282176984415386, 0.024322439042895598, 0.02428334275857798, 0.018378701619230782, 0.02509964798053662, 0.0157429503551484, 0.01854192906812231, 0.01629146951302643, 0.01810110467962395, 0.0197933233938344, 0.02099515588165501]"
70%,"Total variation
 distance",traveltime,0.3424/0.3035,0.1205/0.1477,0.2664/0.2664,0.1723/0.1723,0.2683/0.3277,0.187/0.187,0.1984/0.1984,0.1719/0.173,0.2285/0.2285,0.2145/0.2145,0.0969/0.1554,0.1695/0.167,0.1155/0.1661,0.1701/0.1701,0.1669/0.1743,0.246/0.1685,0.0443/0.1921,0.1373/0.1917,0.1539/0.1539,0.1134/0.1823,-,0.2172/0.2172,0.1817/0.1356,,0.1373827005241396,1.198027279558087,1.7127789974616174,6.180590006020871,"[0.1983605426350587, 0.1719384635832004, 0.11548645798645799, 0.17013554985835003, 0.13734848484848483, 0.15393752561341284, 0.11343755450898306]","[0.3034901060064993, 0.1870217347800072, 0.1983605426350587, 0.17297957621935403, 0.22845007281983346, 0.16610747357350875, 0.17013554985835003, 0.1917171470386776, 0.15393752561341284, 0.18230578362591657, 0.13564250267038921]","[0.9494186254591847, 0.5610652043400216, 0.595081627905176, 0.5178976160219084, 0.6853502184595004, 0.44770140513347545, 0.5104066495750501, 0.52078277892584, 0.4618125768402385, 0.47804912176081615, 0.45302418159965907]"
70%,"Jensen-Shannon
 divergence",traveltime,0.0928/0.0823,0.0322/0.0537,0.0756/0.0756,0.0607/0.0607,0.065/0.0791,0.0601/0.0601,0.0674/0.0674,0.0513/0.068,0.0684/0.0684,0.0607/0.0607,0.0306/0.0601,0.0424/0.0644,0.0326/0.0677,0.0602/0.0602,0.0493/0.0678,0.0677/0.048,0.0177/0.064,0.0404/0.0758,0.0552/0.0552,0.0346/0.0606,-,0.0687/0.0687,0.0565/0.0493,,0.051239670514051705,0.4495387748030547,0.6079119381082174,1.33467204673058,"[0.06744348224111596, 0.051285625469026465, 0.03262983843467707, 0.06016641173259483, 0.0404159965602102, 0.055198918072013214, 0.03462532770322425, 0.05653350407614103]","[0.08233675021680695, 0.06012956462781838, 0.06744348224111596, 0.06797457180944375, 0.0683830624851572, 0.06772720584574468, 0.06016641173259483, 0.07582165242027403, 0.055198918072013214, 0.06058436214599516, 0.049279449302364206]","[0.17515163464608002, 0.12025912925563675, 0.13488696448223192, 0.1192601972784702, 0.1367661249703144, 0.10035704428042175, 0.12033282346518966, 0.11623764898048422, 0.11039783614402643, 0.0952096898492194, 0.10581295337850524]"
