"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
10%,"Wasserstein
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.000262459446843085,0.000262459446843085,0.000262459446843085,0,[],[],[]
10%,"Total variation
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.003388726441633795,0.003388726441633795,0.003388726441633795,0,[],[],[]
10%,"Jensen-Shannon
 divergence",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.002998494680664815,0.002998494680664815,0.002998494680664815,0,[],[],[]
30%,"Hellinger
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.04867191864475565,0.04867191864475565,0.04867191864475565,0,[],[],[]
30%,"Wasserstein
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.00115396809012941,0.00115396809012941,0.00115396809012941,0,[],[],[]
30%,"Total variation
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.01629235901924862,0.01629235901924862,0.01629235901924862,0,[],[],[]
30%,"Jensen-Shannon
 divergence",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.012017797572142084,0.012017797572142084,0.012017797572142084,0,[],[],[]
50%,"Hellinger
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.07087837490221967,0.07087837490221967,0.07087837490221967,0,[],[],[]
50%,"Wasserstein
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.0015677525947619699,0.0015677525947619699,0.0015677525947619699,0,[],[],[]
50%,"Total variation
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.025069363415453357,0.025069363415453357,0.025069363415453357,0,[],[],[]
50%,"Jensen-Shannon
 divergence",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.016976411269824528,0.016976411269824528,0.016976411269824528,0,[],[],[]
70%,"Hellinger
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.09463124878163166,0.09463124878163166,0.09463124878163166,0,[],[],[]
70%,"Wasserstein
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.002441597749979535,0.002441597749979535,0.002441597749979535,0,[],[],[]
70%,"Total variation
 distance",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.040485122595930796,0.040485122595930796,0.040485122595930796,0,[],[],[]
70%,"Jensen-Shannon
 divergence",internet,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.02362294814224296,0.02362294814224296,0.02362294814224296,0,[],[],[]
10%,"Hellinger
 distance",Pstatus,-,0.0418/0.0317,0.0452/0.0095,0.0436/0.0148,0.0382/0.0402,0.0436/0.0387,0.0481/0.0099,-,0.0/0.1081,0.0481/0.0123,-,0.0353/0.0366,0.0239/0.096,0.0459/0.0634,0.0562/0.0978,0.0452/0.0387,0.0407/0.0267,0.0382/0.0612,0.0296/0.083,-,0.0357/0.0522,0.0333/0.0439,0.0431/0.0427,,0.0501187001268534,0.0501187001268534,0.5038071880746597,1.6429203949920497,[],"[0.03168378374158329, 0.009455489430725491, 0.0148188628739052, 0.0402394582109166, 0.03866946269332458, 0.009879241915936799, 0.10808735401850111, 0.012349052394921, 0.03662340469955169, 0.09602026984290782, 0.06336756748316658, 0.09782001370958296, 0.03866946269332458, 0.02674416278361489, 0.06121881397905443, 0.08300103689178698, 0.0521647581206263, 0.04385551172228151, 0.042709268689900805]","[0.07349323747009191, 0.054634568599610495, 0.05842794652519818, 0.07843285842806032, 0.08227854634461756, 0.05795188404901731, 0.10808735401850111, 0.06042169452800151, 0.0719232419524999, 0.1198708696623272, 0.10926913719922099, 0.15404442112356792, 0.08384854186220958, 0.06740737347974281, 0.09941221419619814, 0.11263876263959738, 0.08782616206711759, 0.07710929098145683, 0.08584228986501291]"
10%,"Wasserstein
 distance",Pstatus,-,0.0006/0.0018,0.0023/0.0,0.0013/0.0003,0.0006/0.0007,0.0028/0.0011,0.0021/0.0002,-,0.0/0.0042,0.0021/0.0002,-,0.0004/0.0016,0.0009/0.0035,0.0012/0.0029,0.0012/0.0039,0.0013/0.0013,0.0012/0.0017,0.0021/0.003,0.0005/0.002,-,0.0008/0.0009,0.0013/0.0012,0.0012/0.0017,,0.002991038429667545,0.002991038429667545,0.019176097255928296,0.056449168228334165,[],"[0.0018137158645142651, 4.0878009344345e-05, 0.000253355748237425, 0.000675812420792225, 0.001148352069274325, 0.00017460684747751, 0.004204407140883735, 0.00020883642668548998, 0.00162367110937074, 0.0035386179647552154, 0.00286574754460084, 0.0038762531876046953, 0.0013374574998060499, 0.001732505492223945, 0.002981752629709495, 0.001985369678312395, 0.0009372136604786649, 0.0012424179420365048, 0.00172914641641364]","[0.0024065777459801752, 0.0023778682895023552, 0.0015512719110761602, 0.001268674302258135, 0.003962304472111105, 0.002293581077799005, 0.004204407140883735, 0.002327810657006985, 0.002047668274849925, 0.004442292640597076, 0.00402455466993516, 0.005068755491092741, 0.002666123549470185, 0.002938537513855045, 0.005110178587548775, 0.002498428061739685, 0.0017483331019390999, 0.0025357442932997295, 0.0029760564473890853]"
10%,"Total variation
 distance",Pstatus,-,0.0109/0.0273,0.0294/0.0018,0.0192/0.0034,0.0098/0.0101,0.042/0.0146,0.035/0.0023,-,0.0/0.0719,0.035/0.0027,-,0.0077/0.027,0.0192/0.0691,0.0246/0.037,0.0167/0.0688,0.0217/0.02,0.024/0.021,0.0272/0.0483,0.0078/0.0426,-,0.0113/0.0135,0.018/0.0188,0.0246/0.0241,,0.044216531718439145,0.044216531718439145,0.3063178199370236,1.4324376976605286,[],"[0.0273410238383922, 0.00175994197200929, 0.00342758778667097, 0.010061501493082489, 0.01464891028387667, 0.0022992699986971498, 0.07189002220342856, 0.00271771331101296, 0.026980560470531635, 0.0690605641817573, 0.03695390903333605, 0.06876249571885627, 0.020019405515655904, 0.02104665835292364, 0.04826929159604413, 0.04262210004808422, 0.013477021563627359, 0.018785575304538248, 0.024079023764643832]","[0.06561388801179863, 0.03296778589960311, 0.026012647264984274, 0.029947512899022092, 0.0712951969810119, 0.03958446534090422, 0.14378004440685713, 0.04044052707167522, 0.06165321451736447, 0.1572738478238713, 0.09851569422206334, 0.15420753345218713, 0.06170620035384989, 0.06613713641089936, 0.12369876957649914, 0.09300574926289965, 0.03825117366437829, 0.055592352936106905, 0.07275395756455252]"
10%,"Jensen-Shannon
 divergence",Pstatus,-,0.0091/0.0107,0.0127/0.0021,0.0118/0.0032,0.0084/0.0088,0.0142/0.0099,0.0146/0.0022,-,0.0/0.0307,0.0146/0.0027,-,0.0077/0.0112,0.0071/0.0296,0.0119/0.0189,0.0123/0.0296,0.0117/0.0103,0.0107/0.0096,0.0124/0.0193,0.0065/0.0247,-,0.0078/0.0115,0.0095/0.0114,0.0113/0.0127,,0.015651939540393282,0.015651939540393282,0.14508364024449405,0.4530412845365499,[],"[0.010683259603403019, 0.00206410903173062, 0.00324076436367607, 0.008792231472254716, 0.009876807169451541, 0.00219491586721441, 0.03065693781468528, 0.002688168986717165, 0.011240100219520545, 0.029567529375902374, 0.01886038496744405, 0.02960878470656688, 0.01029584513971642, 0.009585957888861725, 0.019258006238010286, 0.02466324483183402, 0.011456606901411679, 0.011400816081444555, 0.012728930748356177]","[0.01983265578918216, 0.014791001173532093, 0.015005601875091555, 0.017144830860909954, 0.024081872021040132, 0.016767045836714553, 0.03065693781468528, 0.01726006642855172, 0.0189693942187978, 0.03662333547986756, 0.03073036617815663, 0.041901031262185216, 0.021992519647554304, 0.020326625463172335, 0.03167804431949679, 0.03117975956497032, 0.01922006074122885, 0.02087398909626921, 0.024006146765143496]"
30%,"Hellinger
 distance",Pstatus,-,0.1063/0.0796,0.101/0.0342,0.1008/0.0542,0.0976/0.0836,0.0947/0.0956,0.0968/0.0267,-,0.0198/0.2042,0.1046/0.0296,-,0.0898/0.068,0.0686/0.167,0.1006/0.1493,0.0933/0.1955,0.1028/0.0801,0.0982/0.0882,0.0859/0.0916,0.0738/0.1516,-,0.1029/0.0684,0.1043/0.0802,0.1002/0.061,,0.11210983902791531,0.11210983902791531,1.0163880642931102,3.5504358594690197,[],"[0.07963141145141059, 0.03415359422056749, 0.05415850612342963, 0.08355585604040967, 0.09558728282225445, 0.02674416278361489, 0.20421480602394274, 0.0296377257478104, 0.06795572701073228, 0.16697895816597058, 0.1493380855870389, 0.19554960718190167, 0.08007500723340436, 0.08819027331878675, 0.09164081226350243, 0.15157156719625067, 0.0684286020888703, 0.08015530951979608, 0.0609891557506963]","[0.18589928024358193, 0.13518563830919572, 0.15493851437053388, 0.1811634303813086, 0.19026158378222713, 0.12355907646144412, 0.22397328985581633, 0.13421364623688575, 0.15774742640986636, 0.235572261271659, 0.24993939743706484, 0.28884039341624573, 0.18282724288750463, 0.18640791154143788, 0.17752321965123052, 0.22541585271927023, 0.17135449205106265, 0.18446188518694837, 0.1611513172557361]"
30%,"Wasserstein
 distance",Pstatus,-,0.0046/0.0042,0.0031/0.001,0.0039/0.0018,0.0029/0.0034,0.0027/0.0026,0.0022/0.0003,-,0.0003/0.0132,0.0028/0.0007,-,0.0028/0.0019,0.0027/0.0078,0.0042/0.0055,0.0027/0.0107,0.0028/0.0022,0.0022/0.0035,0.0021/0.0037,0.0019/0.008,-,0.0036/0.001,0.0043/0.0027,0.0031/0.0017,,0.0052153794324696,0.0052153794324696,0.04315021202704846,0.13094543527194755,[],"[0.004176376894919945, 0.0010371673056443751, 0.0018073306410020151, 0.0033599916027925456, 0.0025537860790755653, 0.000341422757842435, 0.013213015464213421, 0.00073226895390142, 0.0019222513149787248, 0.0077746162576094, 0.005533751980441376, 0.01068550674769804, 0.002155410726723475, 0.0034546518765294154, 0.00367257335607247, 0.007998303895337695, 0.0010188719565307849, 0.0027184388329486104, 0.001713928544896005]","[0.008763425057723411, 0.004158634347376485, 0.005716468572466046, 0.006249169575619486, 0.005272594739027515, 0.0025729210818913103, 0.013553771639993752, 0.003551326636182885, 0.0047270359781915305, 0.010481238176481555, 0.00975754697978451, 0.01343137228769788, 0.00500361432633809, 0.005607065991003095, 0.00580991058114402, 0.009889591690004595, 0.004583258967642296, 0.00704500186765026, 0.00477148677572884]"
30%,"Total variation
 distance",Pstatus,-,0.0787/0.0643,0.0518/0.0151,0.0587/0.0316,0.0481/0.0529,0.049/0.0498,0.0422/0.0056,-,0.0051/0.1693,0.0517/0.0096,-,0.0458/0.0353,0.0429/0.1297,0.0663/0.1175,0.0442/0.1761,0.0538/0.0387,0.0483/0.0592,0.0439/0.0519,0.0315/0.1152,-,0.0594/0.0177,0.0726/0.0446,0.0573/0.0272,,0.08385174362825551,0.08385174362825551,0.6895312698098542,3.3739752606301847,[],"[0.06427927396858034, 0.015108861622135367, 0.03157243273955009, 0.05291761506423309, 0.04979943232894206, 0.005621452621452605, 0.1693440615433448, 0.00959408438726734, 0.03531457501619912, 0.1297027846380966, 0.11750792551037412, 0.17607755042236467, 0.03869106837154519, 0.05920978547659221, 0.05186650899300009, 0.11523437416881774, 0.01771733670879241, 0.04458027067643572, 0.027219658105473797]","[0.20723061626214023, 0.08197156318388228, 0.12186335122357886, 0.15392991813505688, 0.1486318121506907, 0.05346461694953951, 0.34374083065867206, 0.07085080452103265, 0.11643148920560079, 0.3023460985036397, 0.3013180329423769, 0.3963857282327589, 0.13119753379015542, 0.16670643786083683, 0.14763096720669266, 0.262010635126228, 0.09483459958083, 0.16171419972136805, 0.11171602537510433]"
30%,"Jensen-Shannon
 divergence",Pstatus,-,0.0298/0.0259,0.0263/0.0093,0.0269/0.0145,0.0254/0.0239,0.0248/0.0251,0.0235/0.0059,-,0.0043/0.0567,0.0267/0.0073,-,0.0237/0.0193,0.019/0.0475,0.0266/0.0472,0.0221/0.0606,0.0266/0.0212,0.0248/0.028,0.0206/0.0247,0.0184/0.0466,-,0.0286/0.015,0.0294/0.0216,0.026/0.0152,,0.03300825308547267,0.03300825308547267,0.29077298625198267,0.968925670753884,[],"[0.025861778541037515, 0.00930959197934303, 0.01452932509477407, 0.02387543064720726, 0.02512110689034942, 0.005924930326009985, 0.05668004928562635, 0.00730650428271226, 0.019332672483840945, 0.0474621103856141, 0.04719021776562385, 0.06055037709604923, 0.02121893023947192, 0.02797042855393402, 0.02471888700949067, 0.04663647569868134, 0.015021853960953147, 0.02164071666816397, 0.015178079424136931]","[0.055642156949495855, 0.035587110704705514, 0.04138144620371344, 0.049303981666208724, 0.04989925909594855, 0.02938334323159424, 0.06102743276444426, 0.03397543808462352, 0.04304107066646462, 0.06649050885649668, 0.07377806427037624, 0.08269401724840592, 0.04779397411788626, 0.052764342430243326, 0.045362871771985835, 0.06505293434211573, 0.043572136499003114, 0.050997592114577606, 0.0411779897355946]"
50%,"Hellinger
 distance",Pstatus,-,0.1365/0.1213,0.125/0.0533,0.1298/0.0468,0.1387/0.1173,0.1398/0.1419,0.1375/0.0418,-,0.0198/0.2884,0.1399/0.0523,-,0.1302/0.1059,0.0833/0.2441,0.1393/0.1909,0.1237/0.257,0.1443/0.113,0.1404/0.1227,0.121/0.1439,0.1256/0.1848,-,0.1416/0.1046,0.1393/0.1296,0.1397/0.0907,,0.15715979236969657,0.15715979236969657,1.4323984402035181,4.945712461104943,[],"[0.12134635354530576, 0.053261878560080286, 0.046801384677446586, 0.11733814803218248, 0.14194477748862713, 0.041809453728508625, 0.2884203975515821, 0.05226757694474086, 0.1059447840865104, 0.244149252411348, 0.1908939509846844, 0.25696786255484827, 0.11299744970465024, 0.1227041509222059, 0.1439312482673482, 0.18475400339750406, 0.1046288955684673, 0.12960905516728802, 0.09070667207431429]","[0.25786329297855065, 0.17826781377935286, 0.1765738573206344, 0.25599060685918185, 0.2817130539754271, 0.17926866821143378, 0.3081788813834557, 0.19221685032340316, 0.23616666507297496, 0.32741402635452255, 0.3301770800117816, 0.38066290416687415, 0.2573198962133765, 0.26306731487663504, 0.26494486739722434, 0.31038306934678184, 0.24626172421028225, 0.2688618975344803, 0.23037999108856894]"
50%,"Wasserstein
 distance",Pstatus,-,0.0058/0.0069,0.0025/0.0019,0.0037/0.0014,0.0052/0.0036,0.0049/0.0069,0.0036/0.0006,-,0.0003/0.0252,0.0042/0.0013,-,0.0037/0.0033,0.0023/0.0155,0.0065/0.0069,0.0044/0.0084,0.004/0.0031,0.0042/0.008,0.0023/0.0073,0.0052/0.0085,-,0.0046/0.003,0.0052/0.0049,0.0061/0.004,,0.006824368023344731,0.006824368023344731,0.06714653758471605,0.19956590972663368,[],"[0.00689399341004715, 0.0018995727256859202, 0.00135633320811678, 0.0036438462706680453, 0.00691020339343365, 0.00060227771294757, 0.025206104395388867, 0.001276980014546885, 0.0032763216491813497, 0.015512956136313061, 0.006939820983956445, 0.008382279009057025, 0.00307899708513555, 0.0080304387371266, 0.007266570312243885, 0.008503641543527085, 0.003013681478833935, 0.004854086256693925, 0.00399623479983891]","[0.012736614672411805, 0.00442486462064608, 0.005046470795869365, 0.008826617182188214, 0.011846977202042266, 0.00422211128710961, 0.025544714042910827, 0.005428633280692145, 0.00698809329626768, 0.01782691564684028, 0.013480139102470496, 0.012776229428467165, 0.007105448092672009, 0.012280275944608685, 0.00960388294490753, 0.013738570587734346, 0.007606627102452355, 0.010025233369501195, 0.01005749112684163]"
50%,"Total variation
 distance",Pstatus,-,0.0964/0.0987,0.0626/0.0266,0.07/0.0192,0.0882/0.0748,0.0862/0.1054,0.0709/0.0102,-,0.0055/0.3356,0.085/0.0176,-,0.0754/0.0613,0.0365/0.2456,0.1075/0.1605,0.082/0.2417,0.0929/0.0674,0.0792/0.1182,0.0618/0.1225,0.0876/0.1541,-,0.0849/0.059,0.0887/0.0886,0.0934/0.0633,,0.12431187494718725,0.12431187494718725,1.1595527758052402,5.595466092912659,[],"[0.09874226596194605, 0.02659575275082888, 0.019182083500154067, 0.07484406509139939, 0.10542340475537734, 0.010156152583275629, 0.3355947165109228, 0.017647027812686088, 0.06129704117194731, 0.24562617815005638, 0.1604860003420973, 0.24170906502649675, 0.06741633577566168, 0.1182082605075866, 0.12251100859165927, 0.1541166701159188, 0.058997528503637285, 0.08861127639501123, 0.0633169681694434]","[0.29384132127616347, 0.1158095651445287, 0.10834448427919055, 0.2378484970040291, 0.29704006146938355, 0.09124092757432054, 0.6767327570737667, 0.1202785817742206, 0.19799217597004584, 0.5277235106597395, 0.4284222696524245, 0.5654604054331132, 0.22771212476668762, 0.3155877206029928, 0.30678038222081877, 0.3958175791577325, 0.20290197199207685, 0.2658921595215096, 0.22003959733991438]"
50%,"Jensen-Shannon
 divergence",Pstatus,-,0.0382/0.04,0.0292/0.014,0.0324/0.0125,0.0395/0.0332,0.0383/0.0435,0.0353/0.0092,-,0.0043/0.0857,0.0362/0.0122,-,0.0354/0.0296,0.0195/0.0754,0.0393/0.061,0.0338/0.0837,0.0403/0.0332,0.0381/0.0428,0.031/0.0459,0.0367/0.0571,-,0.0387/0.0284,0.0386/0.0355,0.0376/0.0269,,0.047639511974836055,0.047639511974836055,0.43260017584630395,1.4124698576025627,[],"[0.040016529005425294, 0.014046263078369694, 0.01249909793160867, 0.03317060744231063, 0.04350970438768258, 0.009244779556224166, 0.08567624219602535, 0.01221853120609696, 0.029606474718682857, 0.07542461136653467, 0.06100785618417086, 0.08368881128921515, 0.03316486512565447, 0.04284701452552855, 0.04587793367888742, 0.057095743920273334, 0.028399222414114217, 0.03550131849472564, 0.02692572122140537]","[0.0782047092716778, 0.04327200171748228, 0.04493431301406095, 0.07268938319635967, 0.08178663576038578, 0.04455316701009048, 0.0900176884815708, 0.048448909756527464, 0.0650119499414868, 0.09494162727819003, 0.10027105331770242, 0.11744217492403623, 0.07348444524581765, 0.08099453736948484, 0.07684499054381258, 0.09380540124876977, 0.06714175700225918, 0.07411015653351902, 0.064514955989329]"
70%,"Hellinger
 distance",Pstatus,-,0.1616/0.1505,0.1618/0.0729,0.1663/0.0693,0.1485/0.1536,0.1663/0.1794,0.1676/0.0452,-,0.0346/0.3459,0.179/0.0813,-,0.1445/0.1289,0.11/0.2836,0.1751/0.2196,0.1518/0.2902,0.1737/0.141,0.1628/0.1506,0.1573/0.1767,0.1486/0.213,-,0.1661/0.1439,0.1642/0.1584,0.1788/0.1127,,0.190627485661812,0.190627485661812,1.7489171503899297,6.0351834962869235,[],"[0.1505467586145804, 0.07291519126548314, 0.06929595035607537, 0.15357915319081689, 0.17937393276663732, 0.04517907916888501, 0.3458700625904534, 0.08128169508313236, 0.12888241449984933, 0.28356914993553606, 0.219623347835718, 0.29017949363208767, 0.14097597140845913, 0.15060505479616906, 0.17671342790446007, 0.21296710960201765, 0.14394686471549772, 0.15841378493926467, 0.11266088715111237]","[0.3121293308899268, 0.23474836374405011, 0.23563388171077093, 0.30208915474626424, 0.3456957055770411, 0.21272935611347904, 0.38044740929623216, 0.2603043285545212, 0.27337115894951314, 0.3936105533565126, 0.3946776229192424, 0.44199674801630856, 0.31468222616609753, 0.3133931000348147, 0.3340180207135334, 0.3615888845740135, 0.3100079597641804, 0.3226460370578439, 0.29141365410257725]"
70%,"Wasserstein
 distance",Pstatus,-,0.0058/0.0092,0.0044/0.0019,0.0057/0.0025,0.0043/0.0074,0.0054/0.0101,0.0054/0.0006,-,0.0014/0.0318,0.0068/0.0033,-,0.0032/0.0029,0.0036/0.0166,0.0085/0.006,0.0076/0.0116,0.0068/0.0041,0.005/0.0089,0.0057/0.0084,0.0065/0.0104,-,0.0043/0.0072,0.0052/0.0091,0.0074/0.0032,,0.009121016173408485,0.009121016173408485,0.08674121055031922,0.25805451713749866,[],"[0.00917640158098757, 0.00194402491881005, 0.002458565680191085, 0.007381609910747456, 0.010109899213337725, 0.000605284830876355, 0.0317639704231932, 0.0033252389520304405, 0.00292781091271496, 0.016609401469380718, 0.0060224261205244255, 0.011643958262910984, 0.00409341646375833, 0.008895218134727515, 0.00840769149158522, 0.010402342211695151, 0.007173497677705755, 0.009116697666455325, 0.0031829328321892197]","[0.01496247909328545, 0.006349683652704665, 0.008205601321320645, 0.011675950840752486, 0.01547482043143399, 0.0059582353589513045, 0.03314846862462678, 0.010112572813653676, 0.0060878967086316895, 0.020168136532663933, 0.014549636979672171, 0.019245208129143647, 0.010857400397347481, 0.01388818649884931, 0.014112056402465836, 0.016916106114253576, 0.01145349995238927, 0.014284324092281024, 0.01060425319307172]"
70%,"Total variation
 distance",Pstatus,-,0.1099/0.1274,0.0914/0.0296,0.1056/0.0434,0.0938/0.1151,0.1066/0.1527,0.1059/0.0112,-,0.0252/0.4593,0.1317/0.0444,-,0.0713/0.0875,0.0673/0.2939,0.1326/0.1833,0.1157/0.2958,0.1222/0.1097,0.1053/0.1514,0.1091/0.1613,0.1021/0.1869,-,0.1072/0.1133,0.1112/0.1294,0.136/0.0719,,0.16402935707640626,0.16402935707640626,1.547801573397859,7.485323565705547,[],"[0.12740935982292304, 0.029565288088417147, 0.043420007239320726, 0.11510859622929348, 0.15272590172215755, 0.01121549708655422, 0.4593185148106323, 0.04436971653532024, 0.08753470458985857, 0.2938745343617816, 0.18330843125219437, 0.2957961946157239, 0.10966007910751799, 0.151377232173942, 0.16134028365029923, 0.18688061142879978, 0.1132917776900626, 0.1294120696794792, 0.07193563255862755]","[0.3647618103217495, 0.15054496566253942, 0.19247782866822954, 0.3240411506141412, 0.41202841845609145, 0.12837600329574742, 0.943788278437756, 0.22044740304343663, 0.24637739658981883, 0.6550792277609592, 0.49920093773920665, 0.7072947181596485, 0.3414937883218063, 0.4080996327938449, 0.4317826063786481, 0.47589765480657487, 0.3337436765699182, 0.37006629225911825, 0.27982177582631085]"
